rank,canonical_name,rxcui,priority_score,category
1224,INSULIN LISPRO,242120,60,
1225,CINACALCET HYDROCHLORIDE,432402,60,
1226,SOYBEAN OIL,1859368,60,
1227,OXYBUTYNIN CHLORIDE,863664,60,
1228,PHENOBARBITAL,198086,60,
1229,LORATADINE,692783,59,
1230,TRIFLUOPERAZINE HYDROCHLORIDE,198324,59,
1231,CARMUSTINE,309012,59,
1232,AMARYLLIS BELLADONNA WHOLE,2591601,59,
1233,MELOXICAM,152695,59,
1234,MUPIROCIN,106346,59,
1235,ATORVASTATIN CALCIUM TRIHYDRATE,617311,59,
1236,COAL TAR,317080,59,
1237,OXYMORPHONE HYDROCHLORIDE,977939,59,
1238,AMPICILLIN SODIUM,789980,59,
1239,ESTRADIOL,197657,59,
1240,ALBENDAZOLE,199672,59,
1241,ARTEMISIA CINA PRE-FLOWERING TOP,1309510,59,
1242,LOVASTATIN,197903,59,
1243,FUROSEMIDE, BENZALKONIUM CHLORIDE,310429,59,
1244,SEVOFLURANE,200243,59,
1245,DEXMETHYLPHENIDATE HYDROCHLORIDE,1101932,59,
1246,METRONIDAZOLE,311681,59,
1247,COSIBELIMAB,2717518,59,
1248,PILOCARPINE HYDROCHLORIDE,1000913,59,
1249,BUPIVACAINE HYDROCHLORIDE,1012404,59,
1250,CEPHALEXIN,309113,59,
1251,PRAMOXINE HYDROCHLORIDE,1294036,59,
1252,ASCORBIC ACID, CALCIUM CITRATE, IRON, VITAMIN D, DL- ALPHA- TOCOPHEROL ACETATE, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, IODINE, ZINC, COPPER, DOCUSATE SODIUM, DOCONEXENT AND ICOSAPENT,1535150,59,
1253,CHLOROQUINE PHOSPHATE,1116758,59,
1254,STRONTIUM NITRATE,1356142,59,
1255,AMPICILLIN SODIUM,1721476,59,
1256,MENTHOL,1654726,59,
1257,SALICYLIC ACID,251577,59,
1258,ATROPA BELLADONNA,89781,59,
1259,KEROSENE,1311375,58,
1260,LACHESIS MUTA VENOM,1310458,58,
1261,MEROPENEM,1722934,58,
1262,PRAVASTATIN SODIUM,904475,58,
1263,SOMATROGON,2644517,58,
1264,IBUPROFEN,1369775,58,
1265,VANCOMYCIN HYDROCHLORIDE,239209,58,
1266,DONEPEZIL HYDROCHLORIDE,997220,58,
1267,IBUPROFEN,1299018,58,
1268,GEMCITABINE HYDROCHLORIDE,1720960,58,
1269,DOXEPIN HYDROCHLORIDE,1000070,58,
1270,MIDAZOLAM HYDROCHLORIDE,311702,58,
1271,BROMPHENIRAMINE MALEATE,2676758,58,
1272,MECASERMIN,274403,58,
1273,ACETAMINOPHEN,198436,58,
1274,TRETINOIN,106302,58,
1275,ZINC CHLORIDE,39937,58,
1276,SORAFENIB,597747,58,
1277,AETHUSA CYNAPIUM,1351000,58,
1278,LIGHT MINERAL OIL,1236277,58,
1279,ETODOLAC,199390,58,
1280,EMTRICITABINE,1747691,58,
1281,ALCOHOL,1809903,58,
1282,CAMPHOR, MENTHOL, METHYL SALICYLATE,853260,58,
1283,FLUCONAZOLE,197700,58,
1284,ACETAMINOPHEN,1042675,58,
1285,GLIPIZIDE,310490,58,
1286,CEFDINIR,309054,58,
1287,LIDOCAINE HYDROCHLORIDE,2667468,58,
1288,LABETALOL HYDROCHLORIDE,896766,58,
1289,ACETAZOLAMIDE,197303,57,
1290,POTASSIUM CHLORIDE,2729280,57,
1291,BENZONATATE,197397,57,
1292,COAL TAR,309381,57,
1293,ASPIRIN,318272,57,
1294,BENZOCAINE,199071,57,
1295,PREDNISOLONE,198142,57,
1296,TRIPROLIDINE HYDROCHLORIDE,1099694,57,
1297,CEFUROXIME SODIUM,1665444,57,
1298,PHENTERMINE HYDROCHLORIDE,826919,57,
1299,ARFORMOTEROL TARTRATE,668956,57,
1300,ARCTIUM LAPPA ROOT,236238,57,
1301,IRON, FOLIC ACID, VITAMIN/MINERAL SUPPLEMENT,1102196,57,
1302,NEOMYCIN SULFATE,311928,57,
1303,ALCOHOL,1042644,57,
1304,POTASSIUM IODIDE,8597,57,
1305,BUPRENORPHINE HYDROCHLORIDE,351267,57,
1306,PANCRELIPASE AMYLASE,855495,57,
1307,DIMETHICONE,1373379,57,
1308,ADAPALENE,153183,57,
1309,SULFACETAMIDE SODIUM,1542377,57,
1310,LIDOCAINE HYDROCHLORIDE,1361205,57,
1311,TOPIRAMATE,151226,57,
1312,ALPHA LIPOIC ACID,6417,57,
1313,VERAPAMIL HYDROCHLORIDE,897624,57,
1314,ERYTHROMYCIN,797452,57,
1315,HEPARIN SODIUM,1798389,57,
1316,POTASSIUM PHOSPHATE, DIBASIC,55018,57,
1317,CAPSAICIN,2667457,57,
1318,DIMETHYL FUMARATE,1373483,57,
1319,PHENOBARBITAL,198083,56,
1320,VENLAFAXINE HYDROCHLORIDE,808744,56,
1321,ENALAPRIL MALEATE,858817,56,
1322,BENZOYL PEROXIDE,308696,56,
1323,TADALAFIL,757707,56,
1324,MORPHINE SULFATE,892582,56,
1325,PROMETHAZINE HYDROCHLORIDE,992447,56,
1326,DULOXETINE HYDROCHLORIDE,596934,56,
1327,NITROFURANTOIN,1648759,56,
1328,MINOCYCLINE HYDROCHLORIDE,197984,56,
1329,RIZATRIPTAN BENZOATE,312837,56,
1330,BENZOCAINE,244557,56,
1331,TILIA TOMENTOSA BUD,1875950,56,
1332,CEPHALEXIN,309110,56,
1333,ICOSAPENT ETHYL,1304974,56,
1334,ALUMINUM CHLORIDE,46241,56,
1335,CALCIUM CARBONATE,1649510,56,
1336,ACETYLCHOLINE CHLORIDE,20814,56,
1337,ELETRIPTAN HYDROBROMIDE,359494,56,
1338,CAPSAICIN,199078,56,
1339,MECAMYLAMINE HYDROCHLORIDE,1298874,56,
1340,TRISODIUM CITRATE DIHYDRATE,221163,56,
1341,BAMBUSA VULGARIS WHOLE,1307678,56,
1342,GUANFACINE HYDROCHLORIDE,862019,56,
1343,RELUGOLIX,2472783,56,
1344,LEVODOPA,2107616,56,
1345,AMOXICILLIN,239191,56,
1346,ATOMOXETINE HYDROCHLORIDE,349594,56,
1347,BRINCIDOFOVIR,2599525,56,
1348,PENICILLIUM ROQUEFORTI,972365,56,
1349,MUCOR RACEMOSUS,852687,55,
1350,ASPERGILLUS NIGER VAR. NIGER,854082,55,
1351,PENICILLIUM CHRYSOGENUM VAR. CHRYSOGENUM,854130,55,
1352,CANDIDA PARAPSILOSIS,1310914,55,
1353,PENICILLIUM GLABRUM,1328760,55,
1354,BACILLUS CEREUS,1311112,55,
1355,BACILLUS SUBTILIS,1311119,55,
1356,DIAZEPAM,197589,55,
1357,RIBAVIRIN,9344,55,
1358,EUPHORBIA RESINIFERA RESIN,1310367,55,
1359,BENZOCAINE,1006079,55,
1360,PROMETHAZINE HYDROCHLORIDE,992432,55,
1361,BENZOYL PEROXIDE,200009,55,
1362,FORMOTEROL FUMARATE,1246319,55,
1363,CALCIUM HEXAFLUOROSILICATE,1311304,55,
1364,SULFAMETHOXAZOLE,198335,55,
1365,ASPARAGUS,891796,55,
1366,ABELMOSCHUS MOSCHATUS SEED,1352512,55,
1367,DILTIAZEM HYDROCHLORIDE,830865,55,
1368,LIDOCAINE HYDROCHLORIDE,1010033,55,
1369,BETAMETHASONE DIPROPIONATE,238920,55,
1370,ALUMINUM,1311504,55,
1371,DIHYDROERGOTAMINE MESYLATE,861672,55,
1372,DISULFIRAM,197623,55,
1373,OFLOXACIN,312075,55,
1374,AMPHETAMINE ASPARTATE MONOHYDRATE,1009145,55,
1375,GLIMEPIRIDE,199245,55,
1376,GARADACIMAB,2717175,55,
1377,ALBUTEROL SULFATE,2123111,55,
1378,METFORMIN HYDROCHLORIDE,1807894,55,
1379,TIZANIDINE HYDROCHLORIDE,485484,54,
1380,PREDNISONE,315187,54,
1381,RIVASTIGMINE,725021,54,
1382,ACETAMINOPHEN,209468,54,
1383,CARVEDILOL,200031,54,
1384,TECHNETIUM TC-99M SESTAMIBI,1482913,54,
1385,GABAPENTIN,310433,54,
1386,PANAX GINSENG ROOT OIL,1309490,54,
1387,CHLORPHENIRAMINE MALEATE,1593105,54,
1388,GUANFACINE HYDROCHLORIDE,203142,54,
1389,BENZOCAINE,2667820,54,
1390,SOLANUM NIGRUM WHOLE,1358893,54,
1391,RISPERIDONE,312828,54,
1392,IBUPROFEN,310963,54,
1393,PREDNISONE,198146,54,
1394,MONTELUKAST SODIUM,311759,54,
1395,DIMETHICONE,706952,54,
1396,METFORMIN HYDROCHLORIDE,235743,54,
1397,ACETAMINOPHEN,1656815,54,
1398,NITROGEN,348987,54,
1399,MILRINONE LACTATE,1791854,54,
1400,CLOBAZAM,1366192,54,
1401,TETRAHYDROZOLINE HYDROCHLORIDE,1043249,54,
1402,BISMUTH SUBSALICYLATE,2121072,54,
1403,CYCLOBENZAPRINE HYDROCHLORIDE,828299,54,
1404,CHLORPROMAZINE HYDROCHLORIDE,1730076,54,
1405,MENTHOL,283257,54,
1406,VALGANCICLOVIR HYDROCHLORIDE,863559,54,
1407,MENTHOL,259579,54,
1408,CAMPHOR (SYNTHETIC),1547992,54,
1409,CARBON DIOXIDE,1790649,53,
1410,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,1738511,53,
1411,FERRIC OXIDE RED,1233698,53,
1412,CLINDAMYCIN HYDROCHLORIDE,284215,53,
1413,COPPER,2837,53,
1414,ALCOHOL,2048982,53,
1415,DOCOSANOL,797534,53,
1416,PIRFENIDONE,1592279,53,
1417,WHITE PETROLATUM,2667940,53,
1418,CLINDAMYCIN PALMITATE HYDROCHLORIDE,562266,53,
1419,ALCOHOL,902574,53,
1420,ANHYDROUS DEXTROSE,349730,53,
1421,FLUDEOXYGLUCOSE F-18,1362737,53,
1422,PIRFENIDONE,1868014,53,
1423,ISOPROPYL ALCOHOL,1044190,53,
1424,TRYPTOPHAN,10898,53,
1425,ACETAMINOPHEN,857005,53,
1426,WATER,1053148,53,
1427,PRAZOSIN HYDROCHLORIDE,198141,53,
1428,BOS TAURUS COLON,1545039,53,
1429,BENZOCAINE,858664,53,
1430,POLYVINYL ALCOHOL, UNSPECIFIED,142004,53,
1431,DIVALPROEX SODIUM,1099596,53,
1432,CAMPHOR (SYNTHETIC),1116730,53,
1433,TEMAZEPAM,198241,53,
1434,RUTIN,9500,53,
1435,ALBUTEROL SULFATE,2123072,53,
1436,GABAPENTIN,25480,53,
1437,MENTHOL,2642205,53,
1438,CITRIC ACID MONOHYDRATE,1536474,53,
1439,DIPHENHYDRAMINE HYDROCHLORIDE,2046528,52,
1440,TROMETHAMINE,198412,52,
1441,AMITRIPTYLINE HYDROCHLORIDE,856845,52,
1442,ALUMINUM ACETATE,1594642,52,
1443,TRIAMCINOLONE ACETONIDE,1797913,52,
1444,SUMATRIPTAN SUCCINATE,313161,52,
1445,VIGABATRIN,250820,52,
1446,VORETIGENE NEPARVOVEC-RZYL,1995884,52,
1447,PAROXETINE HYDROCHLORIDE ANHYDROUS,1738483,52,
1448,PYRITHIONE ZINC,39952,52,
1449,LAMOTRIGINE,850087,52,
1450,ABATACEPT,616015,52,
1451,LURASIDONE HYDROCHLORIDE,1040031,52,
1452,VARDENAFIL HYDROCHLORIDE,349480,52,
1453,SILDENAFIL CITRATE,1307427,52,
1454,ZOLPIDEM TARTRATE,854880,52,
1455,BUTENAFINE HYDROCHLORIDE,1298448,52,
1456,BISOPROLOL FUMARATE,854901,52,
1457,TRIAMCINOLONE ACETONIDE,1085686,52,
1458,CHLORHEXIDINE GLUCONATE,858726,52,
1459,BUMETANIDE,282486,52,
1460,AMPHETAMINE ASPARTATE MONOHYDRATE,861221,52,
1461,MINOCYCLINE HYDROCHLORIDE,629699,52,
1462,DOXAZOSIN MESYLATE,197626,52,
1463,DEXTROSE, UNSPECIFIED FORM,1795477,52,
1464,POLYETHYLENE GLYCOL 3350,221147,52,
1465,PREGABALIN,483438,52,
1466,BENDAMUSTINE HYDROCHLORIDE,1726097,52,
1467,TERBINAFINE HYDROCHLORIDE,313222,52,
1468,TRIBASIC CALCIUM PHOSPHATE,47628,52,
1469,FLUPHENAZINE HYDROCHLORIDE,861848,51,
1470,DEXTROAMPHETAMINE,2624701,51,
1471,CICHORIUM INTYBUS FLOWER,1309822,51,
1472,OATMEAL,1545142,51,
1473,POTASSIUM BITARTRATE,636185,51,
1474,TRILLIUM ERECTUM ROOT,1310103,51,
1475,CARBAMIDE PEROXIDE,582808,51,
1476,CLOMIPHENE CITRATE,1093060,51,
1477,SPIRONOLACTONE,198222,51,
1478,CEFACLOR,309043,51,
1479,GUAIFENESIN,359601,51,
1480,WHITE PETROLATUM,1494214,51,
1481,PAROXETINE HYDROCHLORIDE,1738803,51,
1482,METHYL SALICYLATE,2719838,51,
1483,METOPROLOL TARTRATE,866514,51,
1484,ALCOHOL,1307051,51,
1485,DOXORUBICIN HYDROCHLORIDE,1790115,51,
1486,PODOPHYLLUM,324040,51,
1487,FLUTICASONE PROPIONATE,896184,51,
1488,ATROPA BELLADONNA,312104,51,
1489,CAMPHOR (NATURAL),2668188,51,
1490,HYDROCHLOROTHIAZIDE,5487,51,
1491,MAGNESIUM CITRATE,1052760,51,
1492,NEOSTIGMINE METHYLSULFATE,311936,51,
1493,BETAMETHASONE DIPROPIONATE,308714,51,
1494,CAMPHOR (NATURAL),1048263,51,
1495,CAMPHOR (NATURAL),2668189,51,
1496,OXYCODONE HYDROCHLORIDE,1049618,51,
1497,TIPRANAVIR,577212,51,
1498,MINOCYCLINE HYDROCHLORIDE,2706371,51,
1499,NYSTATIN,646456,50,
1500,BROMFENAC SODIUM,578018,50,
1501,LOTEPREDNOL ETABONATE,311382,50,
1502,PHENOBARBITAL,199164,50,
1503,ACETAMINOPHEN,2683419,50,
1504,LORAZEPAM,197900,50,
1505,TENOFOVIR DISOPROXIL FUMARATE,349251,50,
1506,FUROSEMIDE,4603,50,
1507,FLUCONAZOLE,197698,50,
1508,PHENYTOIN,1313885,50,
1509,TRETINOIN,313453,50,
1510,METRONIDAZOLE,142046,50,
1511,ALLANTOIN,1437628,50,
1512,CHLORHEXIDINE GLUCONATE,211365,50,
1513,BARIUM CHLORIDE DIHYDRATE,1311064,50,
1514,DICLOFENAC EPOLAMINE,855626,50,
1515,CLONAZEPAM,349198,50,
1516,HOTTONIA PALUSTRIS FLOWER,1309467,50,
1517,BENAZEPRIL HYDROCHLORIDE,898719,50,
1518,AMINOCAPROIC ACID,238719,50,
1519,BENZOYL PEROXIDE,486131,50,
1520,FAMCICLOVIR,198382,50,
1521,POTASSIUM CITRATE,199381,50,
1522,SODIUM CHLORIDE,9863,50,
1523,METOLAZONE,311671,50,
1524,ACITRETIN,199689,50,
1525,TACROLIMUS,1431971,50,
1526,VORICONAZOLE,351209,50,
1527,FLUOCINONIDE,485647,50,
1528,MENTHOL, UNSPECIFIED FORM,1430458,50,
1529,BISMUTH SUBSALICYLATE,616343,49,
1530,ETHAMBUTOL HYDROCHLORIDE,995599,49,
1531,ECHINACEA PURPUREA,260025,49,
1532,ADEFOVIR DIPIVOXIL,881341,49,
1533,DICLOFENAC POTASSIUM,855942,49,
1534,BLACK COHOSH,236665,49,
1535,HYOSCYAMINE SULFATE,1047881,49,
1536,TISLELIZUMAB,2677432,49,
1537,BUSPIRONE HYDROCHLORIDE,866111,49,
1538,PEGINTERFERON BETA-1A,1546172,49,
1539,DOPAMINE HYDROCHLORIDE,1292887,49,
1540,HYDROCHLOROTHIAZIDE,198316,49,
1541,LEVOTHYROXINE SODIUM,2166148,49,
1542,CARBIDOPA,197444,49,
1543,EPHEDRINE SULFATE,1116294,49,
1544,TESTOSTERONE CYPIONATE,2047882,49,
1545,CASPOFUNGIN ACETATE,828539,49,
1546,HYDROXYZINE DIHYDROCHLORIDE,995258,49,
1547,METHOCARBAMOL,207014,49,
1548,MICONAZOLE NITRATE,998540,49,
1549,NAFCILLIN SODIUM,1721458,49,
1550,NYSTATIN,1053753,49,
1551,MENTHOL,1232117,49,
1552,CAMPHOR (SYNTHETIC),2672336,49,
1553,CELECOXIB,349514,49,
1554,LOTEPREDNOL ETABONATE,1312625,49,
1555,TOLNAFTATE,103951,49,
1556,ACETAMINOPHEN,307696,49,
1557,ANGELICA ARCHANGELICA ROOT,1309828,49,
1558,LIDOCAINE,1366789,49,
1559,NIFEDIPINE,1812011,48,
1560,VALSARTAN,349200,48,
1561,METHADONE HYDROCHLORIDE,864714,48,
1562,BUPROPION HYDROCHLORIDE,993503,48,
1563,POTASSIUM CHLORIDE,312507,48,
1564,ACETAMINOPHEN,856987,48,
1565,PHENYLEPHRINE HYDROCHLORIDE,1666372,48,
1566,DOPAMINE HYDROCHLORIDE,1743941,48,
1567,VASOPRESSIN,313578,48,
1568,ODEVIXIBAT,2563983,48,
1569,ACETAMINOPHEN,1233575,48,
1570,SPIRONOLACTONE,313096,48,
1571,BENZOCAINE,1249105,48,
1572,PHENYTOIN,1313112,48,
1573,MINOCYCLINE HYDROCHLORIDE,197985,48,
1574,COSYNTROPIN,2890,48,
1575,DOCUSATE SODIUM,1245468,48,
1576,BRIMONIDINE TARTRATE,861635,48,
1577,ESTRADIOL,884707,48,
1578,LEVOFLOXACIN,199884,48,
1579,CALCIUM CARBONATE,2599608,48,
1580,PRIMAQUINE PHOSPHATE,904170,48,
1581,METHADONE HYDROCHLORIDE,991147,48,
1582,METOPROLOL TARTRATE,866508,48,
1583,CALCIUM CHLORIDE,800111,48,
1584,APIXABAN,1364435,48,
1585,CARBIDOPA,2690259,48,
1586,CLONAZEPAM,197529,48,
1587,ALCOHOL,1305100,48,
1588,DOSTARLIMAB,2539972,48,
1589,PROPYLENE GLYCOL,1041798,47,
1590,TETRACYCLINE HYDROCHLORIDE,2180656,47,
1591,AMOXICILLIN,598025,47,
1592,MENTHOL,359751,47,
1593,MEFLOQUINE HYDROCHLORIDE,835913,47,
1594,PHTHALIMIDOPEROXYCAPROIC ACID,2665626,47,
1595,ALENDRONATE SODIUM,1248077,47,
1596,LIDOCAINE,1249758,47,
1597,BORNEOL,1368202,47,
1598,SALICYLIC ACID,247990,47,
1599,.ALPHA.-TOCOPHEROL ACETATE,1046243,47,
1600,BERAHYALURONIDASE ALFA,2723762,47,
1601,LEVETIRACETAM,647121,47,
1602,BENZOIC ACID,1037234,47,
1603,BOS TAURUS BRAIN,1358698,47,
1604,ANISE,1309292,47,
1605,DIHYDROERGOTAMINE MESYLATE,2714187,47,
1606,PETROLATUM,725145,47,
1607,ZINC OXIDE,1546589,47,
1608,BENZALKONIUM CHLORIDE,1038799,47,
1609,GLYCOPYRROLATE,197739,47,
1610,THEOPHYLLINE ANHYDROUS,314241,47,
1611,ISOPROPYL ALCOHOL,1039900,47,
1612,ANTIMONY TRISULFIDE,1316091,47,
1613,POTASSIUM CHLORIDE,8591,47,
1614,PHOSPHORIC ACID,8259,47,
1615,CHELIDONIUM MAJUS,285220,47,
1616,ESCITALOPRAM OXALATE,351250,47,
1617,HELLEBORUS NIGER ROOT,1309990,47,
1618,MAGNESIUM HYDROXIDE,2280709,47,
1619,EPINEPHRINE,1870207,46,
1620,POTASSIUM CHLORIDE,1801294,46,
1621,SALICYLIC ACID,1048903,46,
1622,AMPHETAMINE ASPARTATE MONOHYDRATE,577961,46,
1623,NORTRIPTYLINE HYDROCHLORIDE,198045,46,
1624,DILTIAZEM HYDROCHLORIDE,831103,46,
1625,ALLYLTHIOUREA,1318494,46,
1626,TRAMADOL HYDROCHLORIDE,833713,46,
1627,RANCID BEEF,1311083,46,
1628,MONTELUKAST,242438,46,
1629,ATENOLOL,197379,46,
1630,LIDOCAINE HYDROCHLORIDE,1987647,46,
1631,ACETAMINOPHEN,1599133,46,
1632,MAGNESIUM SULFATE, UNSPECIFIED FORM,6585,46,
1633,LINACLOTIDE,1307409,46,
1634,AESCULUS CARNEA FLOWER,1309770,46,
1635,LIDOCAINE HYDROCHLORIDE,1010878,46,
1636,APIUM GRAVEOLENS WHOLE,2102723,46,
1637,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,617312,46,
1638,WATER,11295,46,
1639,CIPROFLOXACIN HYDROCHLORIDE,213307,46,
1640,OMEGA-3-ACID ETHYL ESTERS,484348,46,
1641,GENTAMICIN SULFATE,313996,46,
1642,TELMISARTAN,205305,46,
1643,ACETAMINOPHEN,856999,46,
1644,ACETAMINOPHEN,2049283,46,
1645,BENZTROPINE MESYLATE,885213,46,
1646,OLANZAPINE,312078,46,
1647,SALICYLIC ACID,1234456,46,
1648,MARAVIROC,728223,46,
1649,SIROLIMUS,905158,45,
1650,METOPROLOL SUCCINATE,866436,45,
1651,SIMVASTATIN,312961,45,
1652,MENTHOL,2123045,45,
1653,FLUOXETINE HYDROCHLORIDE,248642,45,
1654,ACETAMINOPHEN,2604561,45,
1655,ACETAMINOPHEN,2549037,45,
1656,PSEUDOEPHEDRINE HYDROCHLORIDE,1049160,45,
1657,ESTRONE,4103,45,
1658,EPIRUBICIN HYDROCHLORIDE,1732182,45,
1659,MENTHOL, (+)-,1648123,45,
1660,EUCALYPTUS GLOBULUS LEAF,1305545,45,
1661,DEXAMETHASONE,197581,45,
1662,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,1738503,45,
1663,CALCIUM CARBONATE,1897,45,
1664,FUROSEMIDE,1719291,45,
1665,PYRIDOSTIGMINE BROMIDE,903857,45,
1666,ENALAPRIL MALEATE,858804,45,
1667,CALCIUM CARBONATE,403828,45,
1668,DOXYCYCLINE HYCLATE,799048,45,
1669,LIDOCAINE HYDROCHLORIDE,1011849,45,
1670,FLUOCINONIDE,4462,45,
1671,CILASTATIN SODIUM,1726204,45,
1672,GLIPIZIDE,314006,45,
1673,ISOSORBIDE MONONITRATE,311196,45,
1674,ANTIMONY,1311407,45,
1675,MENTHOL,253056,45,
1676,SUTIMLIMAB,2591419,45,
1677,CLOBETASOL PROPIONATE,861495,45,
1678,CLOFARABINE,486419,45,
1679,AMIODARONE HYDROCHLORIDE,1663224,44,
1680,CETYLPYRIDINIUM CHLORIDE,1291375,44,
1681,EPINEPHRINE,1870225,44,
1682,FLUORESCEIN,25138,44,
1683,NADOLOL,198006,44,
1684,FUCUS VESICULOSUS,1334747,44,
1685,METHYLERGONOVINE MALEATE,996824,44,
1686,DUTASTERIDE,996097,44,
1687,BENZALKONIUM CHLORIDE,2375042,44,
1688,HYDROCHLOROTHIAZIDE,979471,44,
1689,BENZALKONIUM CHLORIDE,2047877,44,
1690,BENZALKONIUM CHLORIDE,2667922,44,
1691,ALCOHOL,1425407,44,
1692,MERCAPTOPURINE,1536484,44,
1693,NORETHINDRONE ACETATE/ETHINYL ESTRADIOL,1358762,44,
1694,CHAMAELIRIUM LUTEUM ROOT,1322548,44,
1695,LIDOCAINE,197877,44,
1696,CALCIUM CHLORIDE,828525,44,
1697,SALICYLIC ACID,199134,44,
1698,PRAMIPEXOLE DIHYDROCHLORIDE,859033,44,
1699,RUFINAMIDE,824295,44,
1700,DULAGLUTIDE,2395777,44,
1701,POVIDONE-IODINE,1300277,44,
1702,ACETAMINOPHEN,2173662,44,
1703,BENZALKONIUM CHLORIDE,1379,44,
1704,SALICYLIC ACID,2391153,44,
1705,SULFUR,2605592,44,
1706,DIPHENHYDRAMINE HYDROCHLORIDE,1292321,44,
1707,LEFLUNOMIDE,205285,44,
1708,ATENOLOL,197381,44,
1709,TACROLIMUS,198377,43,
1710,TRIPROLIDINE HYDROCHLORIDE,1491649,43,
1711,BEVACIZUMAB,2046140,43,
1712,IDARUBICIN HYDROCHLORIDE,1791493,43,
1713,BENZALKONIUM CHLORIDE,2370903,43,
1714,CYCLOSPORINE,2639936,43,
1715,AMPICILLIN TRIHYDRATE,308212,43,
1716,FOSINOPRIL SODIUM,857169,43,
1717,BOS TAURUS PANCREAS,1310275,43,
1718,FLUVOXAMINE MALEATE,903873,43,
1719,OXYCODONE HYDROCHLORIDE,1049604,43,
1720,COMBRETUM MICRANTHUM LEAF,1597186,43,
1721,ALCOHOL,1798385,43,
1722,ARCTOSTAPHYLOS UVA-URSI LEAF,1306212,43,
1723,ACETAMINOPHEN,1046751,43,
1724,BERBERIS VULGARIS ROOT BARK,1309766,43,
1725,OATMEAL,240464,43,
1726,POTASSIUM CHLORIDE,1801298,43,
1727,UNDECYLENIC ACID,1250978,43,
1728,URSODIOL,858733,43,
1729,ACETAMINOPHEN,198434,43,
1730,ACETAMINOPHEN,197426,43,
1731,DIDECYLDIMONIUM CHLORIDE,1011450,43,
1732,CHLORZOXAZONE,197502,43,
1733,FLUTAMIDE,197726,43,
1734,LEVETIRACETAM,1193358,43,
1735,TERBUTALINE SULFATE,857677,43,
1736,TRIAZOLAM,198318,43,
1737,OATMEAL,221082,43,
1738,IBUPROFEN,197807,43,
1739,METOPROLOL SUCCINATE,866412,42,
1740,TERBINAFINE HYDROCHLORIDE,992528,42,
1741,TOBRAMYCIN,348719,42,
1742,SALICYLIC ACID,199213,42,
1743,SALICYLIC ACID,2670162,42,
1744,NEOMYCIN SULFATE,866042,42,
1745,BENZALKONIUM CHLORIDE,1053188,42,
1746,DOXYCYCLINE HYCLATE,1649405,42,
1747,DOXAZOSIN MESYLATE,197625,42,
1748,ATROPINE SULFATE,1190776,42,
1749,FUROSEMIDE,1719286,42,
1750,ALCOHOL,2277550,42,
1751,PROCAINAMIDE HYDROCHLORIDE,857886,42,
1752,CYNARA SCOLYMUS WHOLE,1809830,42,
1753,IVACAFTOR,1243046,42,
1754,SODIUM BICARBONATE,1868469,42,
1755,DIPHENHYDRAMINE HYDROCHLORIDE,1362,42,
1756,ATOMOXETINE HYDROCHLORIDE,349591,42,
1757,OXCARBAZEPINE,312137,42,
1758,POTASSIUM CHLORIDE,628953,42,
1759,SILDENAFIL CITRATE,314229,42,
1760,VARDENAFIL HYDROCHLORIDE TRIHYDRATE,996179,42,
1761,INSULIN GLARGINE,847230,42,
1762,MEMANTINE HYDROCHLORIDE,996571,42,
1763,ENALAPRIL MALEATE,858813,42,
1764,ROSUVASTATIN CALCIUM,859424,42,
1765,TACROLIMUS,198378,42,
1766,HYDROCORTISONE ACETATE,1043690,42,
1767,RASBURICASE,1790344,42,
1768,HYDROCORTISONE,103401,42,
1769,ASPIRIN,198471,41,
1770,SODIUM FLUORIDE,1489127,41,
1771,AMPHETAMINE ASPARTATE MONOHYDRATE,861232,41,
1772,PROGESTERONE,260243,41,
1773,ADENOSINE TRIPHOSPHATE DISODIUM,1306127,41,
1774,VENLAFAXINE HYDROCHLORIDE,313585,41,
1775,BUPIVACAINE,1191508,41,
1776,DIMETHICONE,1235450,41,
1777,DEXTROMETHORPHAN HYDROBROMIDE,2173856,41,
1778,MAGNESIUM OXIDE,198741,41,
1779,ISOSORBIDE MONONITRATE,353538,41,
1780,BRINZOLAMIDE,213272,41,
1781,GEFITINIB,349472,41,
1782,CYCLOPHOSPHAMIDE ANHYDROUS,2386859,41,
1783,FELBAMATE,310285,41,
1784,ASPIRIN,2267026,41,
1785,VERAPAMIL HYDROCHLORIDE,897659,41,
1786,ALBUTEROL SULFATE,1437702,41,
1787,DOCUSATE SODIUM,1190184,41,
1788,SILDENAFIL CITRATE,213269,41,
1789,ARTICAINE HYDROCHLORIDE,1595035,41,
1790,LIOTHYRONINE SODIUM,903456,41,
1791,OMEPRAZOLE,753562,41,
1792,BENZALKONIUM CHLORIDE,1039012,41,
1793,SALICYLIC ACID,210140,41,
1794,GABAPENTIN,310432,41,
1795,PYRIDOSTIGMINE BROMIDE,903841,41,
1796,DIPHENHYDRAMINE HYDROCHLORIDE,1049900,41,
1797,ZOLMITRIPTAN,200193,41,
1798,DEXTROMETHORPHAN HYDROBROMIDE,2671189,41,
1799,SALICYLIC ACID,312882,40,
